Id,SaleId,ProductId,Qty,UnitPrice,LineTotal,NabavnaCena,DataOrigin
562,188,85,2,6930.00,13860.00,3850.00,access
563,188,102,1,5400.00,5400.00,3000.00,access
564,188,116,1,0.00,0.00,0.00,access
565,189,92,1,6732.00,6732.00,3740.00,access
566,189,109,1,5760.00,5760.00,3200.00,access
567,189,3,1,8370.00,8370.00,4650.00,access
568,190,83,1,6534.00,6534.00,3630.00,access
569,190,100,2,6732.00,13464.00,3740.00,access
570,190,114,1,0.00,0.00,0.00,access
571,191,90,2,6336.00,12672.00,3520.00,access
572,191,107,1,5400.00,5400.00,3000.00,access
573,191,1,1,7830.00,7830.00,4350.00,access
574,192,97,1,6138.00,6138.00,3410.00,access
575,192,114,1,0.00,0.00,0.00,access
576,192,8,1,8370.00,8370.00,4650.00,access
577,193,88,1,5940.00,5940.00,3300.00,access
578,193,105,2,5040.00,10080.00,2800.00,access
579,193,119,1,0.00,0.00,0.00,access
580,194,95,2,7326.00,14652.00,4070.00,access
581,194,112,1,0.00,0.00,0.00,access
582,194,6,1,7830.00,7830.00,4350.00,access
583,195,102,1,5400.00,5400.00,3000.00,access
584,195,119,1,0.00,0.00,0.00,access
585,195,13,1,8370.00,8370.00,4650.00,access
586,196,93,1,6930.00,6930.00,3850.00,access
587,196,110,2,5040.00,10080.00,2800.00,access
588,196,4,1,8640.00,8640.00,4800.00,access
589,197,100,2,6732.00,13464.00,3740.00,access
590,197,117,1,0.00,0.00,0.00,access
591,197,11,1,7830.00,7830.00,4350.00,access
592,198,107,1,5400.00,5400.00,3000.00,access
593,198,4,1,8640.00,8640.00,4800.00,access
594,198,18,1,7956.00,7956.00,4420.00,access
595,199,98,1,6336.00,6336.00,3520.00,access
596,199,115,2,0.00,0.00,0.00,access
597,199,9,1,8640.00,8640.00,4800.00,access
598,200,105,2,5040.00,10080.00,2800.00,access
599,200,2,1,8100.00,8100.00,4500.00,access
600,200,16,1,7488.00,7488.00,4160.00,access
601,201,112,1,0.00,0.00,0.00,access
602,201,9,1,8640.00,8640.00,4800.00,access
603,201,23,1,7488.00,7488.00,4160.00,access
604,202,103,1,5580.00,5580.00,3100.00,access
605,202,120,2,0.00,0.00,0.00,access
606,202,14,1,8640.00,8640.00,4800.00,access
607,203,110,2,5040.00,10080.00,2800.00,access
608,203,7,1,8100.00,8100.00,4500.00,access
609,203,21,1,7020.00,7020.00,3900.00,access
610,204,117,1,0.00,0.00,0.00,access
611,204,14,1,8640.00,8640.00,4800.00,access
612,204,28,1,7020.00,7020.00,3900.00,access
613,205,108,1,5580.00,5580.00,3100.00,access
614,205,5,2,7560.00,15120.00,4200.00,access
615,205,19,1,8190.00,8190.00,4550.00,access
616,206,115,2,0.00,0.00,0.00,access
617,206,12,1,8100.00,8100.00,4500.00,access
618,206,26,1,8190.00,8190.00,4550.00,access
619,207,2,1,8100.00,8100.00,4500.00,access
620,207,19,1,8190.00,8190.00,4550.00,access
621,207,33,1,8190.00,8190.00,4550.00,access
622,208,113,1,0.00,0.00,0.00,access
623,208,10,2,7560.00,15120.00,4200.00,access
624,208,24,1,7722.00,7722.00,4290.00,access
625,209,120,2,0.00,0.00,0.00,access
626,209,17,1,7722.00,7722.00,4290.00,access
627,209,31,1,7722.00,7722.00,4290.00,access
628,210,7,1,8100.00,8100.00,4500.00,access
629,210,24,1,7722.00,7722.00,4290.00,access
630,210,38,1,9828.00,9828.00,5460.00,access
631,211,118,1,0.00,0.00,0.00,access
632,211,15,2,7560.00,15120.00,4200.00,access
633,211,29,1,7254.00,7254.00,4030.00,access
634,212,5,2,7560.00,15120.00,4200.00,access
635,212,22,1,7254.00,7254.00,4030.00,access
636,212,36,1,9180.00,9180.00,5100.00,access
637,213,12,1,8100.00,8100.00,4500.00,access
638,213,29,1,7254.00,7254.00,4030.00,access
639,213,43,1,9504.00,9504.00,5280.00,access
640,214,3,1,8370.00,8370.00,4650.00,access
641,214,20,2,8424.00,16848.00,4680.00,access
642,214,34,1,8424.00,8424.00,4680.00,access
643,215,10,2,7560.00,15120.00,4200.00,access
644,215,27,1,8424.00,8424.00,4680.00,access
645,215,41,1,10800.00,10800.00,6000.00,access
646,216,17,1,7722.00,7722.00,4290.00,access
647,216,34,1,8424.00,8424.00,4680.00,access
648,216,48,1,9180.00,9180.00,5100.00,access
649,217,8,1,8370.00,8370.00,4650.00,access
650,217,25,2,7956.00,15912.00,4420.00,access
651,217,39,1,10152.00,10152.00,5640.00,access
652,218,15,2,7560.00,15120.00,4200.00,access
653,218,32,1,7956.00,7956.00,4420.00,access
654,218,46,1,10476.00,10476.00,5820.00,access
655,219,22,1,7254.00,7254.00,4030.00,access
656,219,39,1,10152.00,10152.00,5640.00,access
657,219,53,1,10800.00,10800.00,6000.00,access
658,220,13,1,8370.00,8370.00,4650.00,access
659,220,30,2,7488.00,14976.00,4160.00,access
660,220,44,1,9828.00,9828.00,5460.00,access
661,221,20,2,8424.00,16848.00,4680.00,access
662,221,37,1,9504.00,9504.00,5280.00,access
663,221,51,1,10152.00,10152.00,5640.00,access
664,222,27,1,8424.00,8424.00,4680.00,access
665,222,44,1,9828.00,9828.00,5460.00,access
666,222,58,1,6912.00,6912.00,3840.00,access
667,223,18,1,7956.00,7956.00,4420.00,access
668,223,35,2,7020.00,14040.00,3900.00,access
669,223,49,1,9504.00,9504.00,5280.00,access
670,224,25,2,7956.00,15912.00,4420.00,access
671,224,42,1,9180.00,9180.00,5100.00,access
672,224,56,1,6480.00,6480.00,3600.00,access
673,225,32,1,7956.00,7956.00,4420.00,access
674,225,49,1,9504.00,9504.00,5280.00,access
675,225,63,1,7128.00,7128.00,3960.00,access
676,226,23,1,7488.00,7488.00,4160.00,access
677,226,40,2,10476.00,20952.00,5820.00,access
678,226,54,1,6912.00,6912.00,3840.00,access
679,227,30,2,7488.00,14976.00,4160.00,access
680,227,47,1,10800.00,10800.00,6000.00,access
681,227,61,1,6696.00,6696.00,3720.00,access
682,228,37,1,9504.00,9504.00,5280.00,access
683,228,54,1,6912.00,6912.00,3840.00,access
684,228,68,1,6732.00,6732.00,3740.00,access
685,229,28,1,7020.00,7020.00,3900.00,access
686,229,45,2,10152.00,20304.00,5640.00,access
687,229,59,1,7128.00,7128.00,3960.00,access
688,230,35,2,7020.00,14040.00,3900.00,access
689,230,52,1,10476.00,10476.00,5820.00,access
690,230,66,1,6336.00,6336.00,3520.00,access
691,231,42,1,9180.00,9180.00,5100.00,access
692,231,59,1,7128.00,7128.00,3960.00,access
693,231,73,1,6138.00,6138.00,3410.00,access
694,232,33,1,8190.00,8190.00,4550.00,access
695,232,50,2,9828.00,19656.00,5460.00,access
696,232,64,1,5940.00,5940.00,3300.00,access
697,233,40,2,10476.00,20952.00,5820.00,access
698,233,57,1,6696.00,6696.00,3720.00,access
699,233,71,1,7326.00,7326.00,4070.00,access
700,234,47,1,10800.00,10800.00,6000.00,access
701,234,64,1,5940.00,5940.00,3300.00,access
702,234,78,1,7128.00,7128.00,3960.00,access
703,235,38,1,9828.00,9828.00,5460.00,access
704,235,55,2,7128.00,14256.00,3960.00,access
705,235,69,1,6930.00,6930.00,3850.00,access
706,236,45,2,10152.00,20304.00,5640.00,access
707,236,62,1,6912.00,6912.00,3840.00,access
708,236,76,1,6732.00,6732.00,3740.00,access
709,237,52,1,10476.00,10476.00,5820.00,access
710,237,69,1,6930.00,6930.00,3850.00,access
711,237,83,1,6534.00,6534.00,3630.00,access
712,238,43,1,9504.00,9504.00,5280.00,access
713,238,60,2,6480.00,12960.00,3600.00,access
714,238,74,1,6336.00,6336.00,3520.00,access
715,239,50,2,9828.00,19656.00,5460.00,access
716,239,67,1,6534.00,6534.00,3630.00,access
717,239,81,1,6138.00,6138.00,3410.00,access
718,240,57,1,6696.00,6696.00,3720.00,access
719,240,74,1,6336.00,6336.00,3520.00,access
720,240,88,1,0.00,0.00,3300.00,access
721,241,48,1,9180.00,9180.00,5100.00,access
722,241,65,2,6138.00,12276.00,3410.00,access
723,241,79,1,7326.00,7326.00,4070.00,access
724,242,55,2,7128.00,14256.00,3960.00,access
725,242,72,1,5940.00,5940.00,3300.00,access
726,242,86,1,7128.00,7128.00,3960.00,access
727,243,62,1,6912.00,6912.00,3840.00,access
728,243,79,1,7326.00,7326.00,4070.00,access
729,243,93,1,6930.00,6930.00,3850.00,access
730,244,53,1,10800.00,10800.00,6000.00,access
731,244,70,2,7128.00,14256.00,3960.00,access
732,244,84,1,6732.00,6732.00,3740.00,access
733,245,60,2,6480.00,12960.00,3600.00,access
734,245,77,1,6930.00,6930.00,3850.00,access
735,245,91,1,6534.00,6534.00,3630.00,access
736,246,67,1,6534.00,6534.00,3630.00,access
737,246,84,1,6732.00,6732.00,3740.00,access
738,246,98,1,6336.00,6336.00,3520.00,access
739,247,58,1,6912.00,6912.00,3840.00,access
740,247,75,2,6534.00,13068.00,3630.00,access
741,247,89,1,6138.00,6138.00,3410.00,access
742,248,65,2,6138.00,12276.00,3410.00,access
743,248,82,1,6336.00,6336.00,3520.00,access
744,248,96,1,5940.00,5940.00,3300.00,access
745,249,72,1,5940.00,5940.00,3300.00,access
746,249,89,1,6138.00,6138.00,3410.00,access
747,249,103,1,5580.00,5580.00,3100.00,access
748,250,63,1,7128.00,7128.00,3960.00,access
749,250,80,2,5940.00,11880.00,3300.00,access
750,250,94,1,7128.00,7128.00,3960.00,access
751,251,70,2,7128.00,14256.00,3960.00,access
752,251,87,1,7326.00,7326.00,4070.00,access
753,251,101,1,5220.00,5220.00,2900.00,access
754,252,77,1,6930.00,6930.00,3850.00,access
755,252,94,1,7128.00,7128.00,3960.00,access
756,252,108,1,5580.00,5580.00,3100.00,access
757,253,68,1,6732.00,6732.00,3740.00,access
758,253,85,2,6930.00,13860.00,3850.00,access
759,253,99,1,6534.00,6534.00,3630.00,access
760,254,75,2,6534.00,13068.00,3630.00,access
761,254,92,1,6732.00,6732.00,3740.00,access
762,254,106,1,5220.00,5220.00,2900.00,access
763,255,82,1,6336.00,6336.00,3520.00,access
764,255,99,1,6534.00,6534.00,3630.00,access
765,255,113,1,0.00,0.00,0.00,access
766,256,73,1,6138.00,6138.00,3410.00,access
767,256,90,2,6336.00,12672.00,3520.00,access
768,256,104,1,5760.00,5760.00,3200.00,access
769,257,80,2,5940.00,11880.00,3300.00,access
770,257,97,1,6138.00,6138.00,3410.00,access
771,257,111,1,0.00,0.00,0.00,access
772,258,87,1,7326.00,7326.00,4070.00,access
773,258,104,1,5760.00,5760.00,3200.00,access
774,258,118,1,0.00,0.00,0.00,access
775,259,78,1,7128.00,7128.00,3960.00,access
776,259,95,2,7326.00,14652.00,4070.00,access
777,259,109,1,5760.00,5760.00,3200.00,access
778,260,85,2,6930.00,13860.00,3850.00,access
779,260,102,1,5400.00,5400.00,3000.00,access
780,260,116,1,0.00,0.00,0.00,access
781,261,92,1,6732.00,6732.00,3740.00,access
782,261,109,1,5760.00,5760.00,3200.00,access
783,261,3,1,8370.00,8370.00,4650.00,access
784,262,83,1,6534.00,6534.00,3630.00,access
785,262,100,2,6732.00,13464.00,3740.00,access
786,262,114,1,0.00,0.00,0.00,access
787,263,90,2,6336.00,12672.00,3520.00,access
788,263,107,1,5400.00,5400.00,3000.00,access
789,263,1,1,7830.00,7830.00,4350.00,access
790,264,97,1,6138.00,6138.00,3410.00,access
791,264,114,1,0.00,0.00,0.00,access
792,264,8,1,8370.00,8370.00,4650.00,access
793,265,88,1,5940.00,5940.00,3300.00,access
794,265,105,2,5040.00,10080.00,2800.00,access
795,265,119,1,0.00,0.00,0.00,access
796,266,95,2,7326.00,14652.00,4070.00,access
797,266,112,1,0.00,0.00,0.00,access
798,266,6,1,7830.00,7830.00,4350.00,access
799,267,102,1,5400.00,5400.00,3000.00,access
800,267,119,1,0.00,0.00,0.00,access
801,267,13,1,8370.00,8370.00,4650.00,access
802,268,93,1,6930.00,6930.00,3850.00,access
803,268,110,2,5040.00,10080.00,2800.00,access
804,268,4,1,8640.00,8640.00,4800.00,access
805,269,100,2,6732.00,13464.00,3740.00,access
806,269,117,1,0.00,0.00,0.00,access
807,269,11,1,7830.00,7830.00,4350.00,access
808,270,107,1,5400.00,5400.00,3000.00,access
809,270,4,1,8640.00,8640.00,4800.00,access
810,270,18,1,7956.00,7956.00,4420.00,access
811,271,98,1,6336.00,6336.00,3520.00,access
812,271,115,2,0.00,0.00,0.00,access
813,271,9,1,8640.00,8640.00,4800.00,access
814,272,105,2,5040.00,10080.00,2800.00,access
815,272,2,1,8100.00,8100.00,4500.00,access
816,272,16,1,7488.00,7488.00,4160.00,access
817,273,112,1,0.00,0.00,0.00,access
818,273,9,1,8640.00,8640.00,4800.00,access
819,273,23,1,7488.00,7488.00,4160.00,access
820,274,103,1,5580.00,5580.00,3100.00,access
821,274,120,2,0.00,0.00,0.00,access
822,274,14,1,8640.00,8640.00,4800.00,access
823,275,110,2,5040.00,10080.00,2800.00,access
824,275,7,1,8100.00,8100.00,4500.00,access
825,275,21,1,7020.00,7020.00,3900.00,access
826,276,117,1,0.00,0.00,0.00,access
827,276,14,1,8640.00,8640.00,4800.00,access
828,276,28,1,7020.00,7020.00,3900.00,access
829,277,108,1,5580.00,5580.00,3100.00,access
830,277,5,2,7560.00,15120.00,4200.00,access
831,277,19,1,8190.00,8190.00,4550.00,access
832,278,115,2,0.00,0.00,0.00,access
833,278,12,1,8100.00,8100.00,4500.00,access
834,278,26,1,8190.00,8190.00,4550.00,access
835,279,2,1,8100.00,8100.00,4500.00,access
836,279,19,1,8190.00,8190.00,4550.00,access
837,279,33,1,8190.00,8190.00,4550.00,access
838,280,113,1,0.00,0.00,0.00,access
839,280,10,2,7560.00,15120.00,4200.00,access
840,280,24,1,7722.00,7722.00,4290.00,access
841,281,120,2,0.00,0.00,0.00,access
842,281,17,1,7722.00,7722.00,4290.00,access
843,281,31,1,7722.00,7722.00,4290.00,access
844,282,7,1,8100.00,8100.00,4500.00,access
845,282,24,1,7722.00,7722.00,4290.00,access
846,282,38,1,9828.00,9828.00,5460.00,access
847,283,118,1,0.00,0.00,0.00,access
848,283,15,2,7560.00,15120.00,4200.00,access
849,283,29,1,7254.00,7254.00,4030.00,access
850,284,5,2,7560.00,15120.00,4200.00,access
851,284,22,1,7254.00,7254.00,4030.00,access
852,284,36,1,9180.00,9180.00,5100.00,access
853,285,12,1,8100.00,8100.00,4500.00,access
854,285,29,1,7254.00,7254.00,4030.00,access
855,285,43,1,9504.00,9504.00,5280.00,access
856,286,3,1,8370.00,8370.00,4650.00,access
857,286,20,2,8424.00,16848.00,4680.00,access
858,286,34,1,8424.00,8424.00,4680.00,access
859,287,10,2,7560.00,15120.00,4200.00,access
860,287,27,1,8424.00,8424.00,4680.00,access
861,287,41,1,10800.00,10800.00,6000.00,access
862,288,17,1,7722.00,7722.00,4290.00,access
863,288,34,1,8424.00,8424.00,4680.00,access
864,288,48,1,9180.00,9180.00,5100.00,access
865,289,8,1,8370.00,8370.00,4650.00,access
866,289,25,2,7956.00,15912.00,4420.00,access
867,289,39,1,10152.00,10152.00,5640.00,access
868,290,15,2,7560.00,15120.00,4200.00,access
869,290,32,1,7956.00,7956.00,4420.00,access
870,290,46,1,10476.00,10476.00,5820.00,access
871,291,22,1,7254.00,7254.00,4030.00,access
872,291,39,1,10152.00,10152.00,5640.00,access
873,291,53,1,10800.00,10800.00,6000.00,access
874,292,13,1,8370.00,8370.00,4650.00,access
875,292,30,2,7488.00,14976.00,4160.00,access
876,292,44,1,9828.00,9828.00,5460.00,access
877,293,20,2,8424.00,16848.00,4680.00,access
878,293,37,1,9504.00,9504.00,5280.00,access
879,293,51,1,10152.00,10152.00,5640.00,access
880,294,27,1,8424.00,8424.00,4680.00,access
881,294,44,1,9828.00,9828.00,5460.00,access
882,294,58,1,6912.00,6912.00,3840.00,access
883,295,18,1,7956.00,7956.00,4420.00,access
884,295,35,2,7020.00,14040.00,3900.00,access
885,295,49,1,9504.00,9504.00,5280.00,access
886,296,25,2,7956.00,15912.00,4420.00,access
887,296,42,1,9180.00,9180.00,5100.00,access
888,296,56,1,6480.00,6480.00,3600.00,access
889,297,32,1,7956.00,7956.00,4420.00,access
890,297,49,1,9504.00,9504.00,5280.00,access
891,297,63,1,7128.00,7128.00,3960.00,access
892,298,23,1,7488.00,7488.00,4160.00,access
893,298,40,2,10476.00,20952.00,5820.00,access
894,298,54,1,6912.00,6912.00,3840.00,access
895,299,30,2,7488.00,14976.00,4160.00,access
896,299,47,1,10800.00,10800.00,6000.00,access
897,299,61,1,6696.00,6696.00,3720.00,access
898,300,37,1,9504.00,9504.00,5280.00,access
899,300,54,1,6912.00,6912.00,3840.00,access
900,300,68,1,0.00,0.00,3740.00,access
901,301,28,1,7020.00,7020.00,3900.00,access
902,301,45,2,10152.00,20304.00,5640.00,access
903,301,59,1,7128.00,7128.00,3960.00,access
904,302,35,2,7020.00,14040.00,3900.00,access
905,302,52,1,10476.00,10476.00,5820.00,access
906,302,66,1,6336.00,6336.00,3520.00,access
907,303,42,1,9180.00,9180.00,5100.00,access
908,303,59,1,7128.00,7128.00,3960.00,access
909,303,73,1,6138.00,6138.00,3410.00,access
910,304,33,1,8190.00,8190.00,4550.00,access
911,304,50,2,9828.00,19656.00,5460.00,access
912,304,64,1,5940.00,5940.00,3300.00,access
913,305,40,2,10476.00,20952.00,5820.00,access
914,305,57,1,6696.00,6696.00,3720.00,access
915,305,71,1,7326.00,7326.00,4070.00,access
916,306,47,1,10800.00,10800.00,6000.00,access
917,306,64,1,5940.00,5940.00,3300.00,access
918,306,78,1,7128.00,7128.00,3960.00,access
919,307,38,1,9828.00,9828.00,5460.00,access
920,307,55,2,7128.00,14256.00,3960.00,access
921,307,69,1,6930.00,6930.00,3850.00,access
922,308,45,2,10152.00,20304.00,5640.00,access
923,308,62,1,6912.00,6912.00,3840.00,access
924,308,76,1,6732.00,6732.00,3740.00,access
925,309,52,1,10476.00,10476.00,5820.00,access
926,309,69,1,6930.00,6930.00,3850.00,access
927,309,83,1,6534.00,6534.00,3630.00,access
928,310,43,1,9504.00,9504.00,5280.00,access
929,310,60,2,6480.00,12960.00,3600.00,access
930,310,74,1,6336.00,6336.00,3520.00,access
931,311,50,2,9828.00,19656.00,5460.00,access
932,311,67,1,6534.00,6534.00,3630.00,access
933,311,81,1,6138.00,6138.00,3410.00,access
934,312,57,1,6696.00,6696.00,3720.00,access
935,312,74,1,6336.00,6336.00,3520.00,access
936,312,88,1,5940.00,5940.00,3300.00,access
937,313,48,1,9180.00,9180.00,5100.00,access
938,313,65,2,6138.00,12276.00,3410.00,access
939,313,79,1,7326.00,7326.00,4070.00,access
940,314,55,2,7128.00,14256.00,3960.00,access
941,314,72,1,5940.00,5940.00,3300.00,access
942,314,86,1,7128.00,7128.00,3960.00,access
943,315,62,1,6912.00,6912.00,3840.00,access
944,315,79,1,7326.00,7326.00,4070.00,access
945,315,93,1,6930.00,6930.00,3850.00,access
946,316,53,1,10800.00,10800.00,6000.00,access
947,316,70,2,7128.00,14256.00,3960.00,access
948,316,84,1,6732.00,6732.00,3740.00,access
949,317,60,2,6480.00,12960.00,3600.00,access
950,317,77,1,6930.00,6930.00,3850.00,access
951,317,91,1,6534.00,6534.00,3630.00,access
952,318,67,1,6534.00,6534.00,3630.00,access
953,318,84,1,6732.00,6732.00,3740.00,access
954,318,98,1,6336.00,6336.00,3520.00,access
955,319,58,1,6912.00,6912.00,3840.00,access
956,319,75,2,6534.00,13068.00,3630.00,access
957,319,89,1,6138.00,6138.00,3410.00,access
958,320,65,2,6138.00,12276.00,3410.00,access
959,320,82,1,6336.00,6336.00,3520.00,access
960,320,96,1,5940.00,5940.00,3300.00,access
961,321,72,1,5940.00,5940.00,3300.00,access
962,321,89,1,6138.00,6138.00,3410.00,access
963,321,103,1,5580.00,5580.00,3100.00,access
964,322,63,1,7128.00,7128.00,3960.00,access
965,322,80,2,5940.00,11880.00,3300.00,access
966,322,94,1,7128.00,7128.00,3960.00,access
967,323,70,2,7128.00,14256.00,3960.00,access
968,323,87,1,7326.00,7326.00,4070.00,access
969,323,101,1,5220.00,5220.00,2900.00,access
970,324,77,1,6930.00,6930.00,3850.00,access
971,324,94,1,7128.00,7128.00,3960.00,access
972,324,108,1,5580.00,5580.00,3100.00,access
973,325,68,1,6732.00,6732.00,3740.00,access
974,325,85,2,6930.00,13860.00,3850.00,access
975,325,99,1,6534.00,6534.00,3630.00,access
976,326,75,2,6534.00,13068.00,3630.00,access
977,326,92,1,6732.00,6732.00,3740.00,access
978,326,106,1,5220.00,5220.00,2900.00,access
979,327,82,1,6336.00,6336.00,3520.00,access
980,327,99,1,6534.00,6534.00,3630.00,access
981,327,113,1,0.00,0.00,0.00,access
982,328,73,1,6138.00,6138.00,3410.00,access
983,328,90,2,6336.00,12672.00,3520.00,access
984,328,104,1,5760.00,5760.00,3200.00,access
985,329,80,2,5940.00,11880.00,3300.00,access
986,329,97,1,6138.00,6138.00,3410.00,access
987,329,111,1,0.00,0.00,0.00,access
988,330,87,1,7326.00,7326.00,4070.00,access
989,330,104,1,5760.00,5760.00,3200.00,access
990,330,118,1,0.00,0.00,0.00,access
991,331,78,1,7128.00,7128.00,3960.00,access
992,331,95,2,7326.00,14652.00,4070.00,access
993,331,109,1,5760.00,5760.00,3200.00,access
994,332,85,2,6930.00,13860.00,3850.00,access
995,332,102,1,5400.00,5400.00,3000.00,access
996,332,116,1,0.00,0.00,0.00,access
997,333,92,1,6732.00,6732.00,3740.00,access
998,333,109,1,5760.00,5760.00,3200.00,access
999,333,3,1,8370.00,8370.00,4650.00,access
1000,334,83,1,6534.00,6534.00,3630.00,access
1001,334,100,2,6732.00,13464.00,3740.00,access
1002,334,114,1,0.00,0.00,0.00,access
1003,335,90,2,6336.00,12672.00,3520.00,access
1004,335,107,1,5400.00,5400.00,3000.00,access
1005,335,1,1,7830.00,7830.00,4350.00,access
1006,336,97,1,6138.00,6138.00,3410.00,access
1007,336,114,1,0.00,0.00,0.00,access
1008,336,8,1,8370.00,8370.00,4650.00,access
1009,337,88,1,5940.00,5940.00,3300.00,access
1010,337,105,2,5040.00,10080.00,2800.00,access
1011,337,119,1,0.00,0.00,0.00,access
1012,338,95,2,7326.00,14652.00,4070.00,access
1013,338,112,1,0.00,0.00,0.00,access
1014,338,6,1,7830.00,7830.00,4350.00,access
1015,339,102,1,5400.00,5400.00,3000.00,access
1016,339,119,1,0.00,0.00,0.00,access
1017,339,13,1,8370.00,8370.00,4650.00,access
1018,340,93,1,6930.00,6930.00,3850.00,access
1019,340,110,2,5040.00,10080.00,2800.00,access
1020,340,4,1,8640.00,8640.00,4800.00,access
1021,341,100,2,6732.00,13464.00,3740.00,access
1022,341,117,1,0.00,0.00,0.00,access
1023,341,11,1,7830.00,7830.00,4350.00,access
1024,342,107,1,5400.00,5400.00,3000.00,access
1025,342,4,1,8640.00,8640.00,4800.00,access
1026,342,18,1,7956.00,7956.00,4420.00,access
1027,343,98,1,6336.00,6336.00,3520.00,access
1028,343,115,2,0.00,0.00,0.00,access
1029,343,9,1,8640.00,8640.00,4800.00,access
1030,344,105,2,5040.00,10080.00,2800.00,access
1031,344,2,1,8100.00,8100.00,4500.00,access
1032,344,16,1,7488.00,7488.00,4160.00,access
1033,345,112,1,0.00,0.00,0.00,access
1034,345,9,1,8640.00,8640.00,4800.00,access
1035,345,23,1,7488.00,7488.00,4160.00,access
1036,346,103,1,5580.00,5580.00,3100.00,access
1037,346,120,2,0.00,0.00,0.00,access
1038,346,14,1,8640.00,8640.00,4800.00,access
1039,347,110,2,5040.00,10080.00,2800.00,access
1040,347,7,1,8100.00,8100.00,4500.00,access
1041,347,21,1,7020.00,7020.00,3900.00,access
1042,348,117,1,0.00,0.00,0.00,access
1043,348,14,1,8640.00,8640.00,4800.00,access
1044,348,28,1,7020.00,7020.00,3900.00,access
1045,349,108,1,5580.00,5580.00,3100.00,access
1046,349,5,2,7560.00,15120.00,4200.00,access
1047,349,19,1,8190.00,8190.00,4550.00,access
1048,350,115,2,0.00,0.00,0.00,access
1049,350,12,1,8100.00,8100.00,4500.00,access
1050,350,26,1,8190.00,8190.00,4550.00,access
1051,351,2,1,8100.00,8100.00,4500.00,access
1052,351,19,1,8190.00,8190.00,4550.00,access
1053,351,33,1,8190.00,8190.00,4550.00,access
1054,352,113,1,0.00,0.00,0.00,access
1055,352,10,2,7560.00,15120.00,4200.00,access
1056,352,24,1,7722.00,7722.00,4290.00,access
1057,353,120,2,0.00,0.00,0.00,access
1058,353,17,1,7722.00,7722.00,4290.00,access
1059,353,31,1,7722.00,7722.00,4290.00,access
1060,354,7,1,8100.00,8100.00,4500.00,access
1061,354,24,1,7722.00,7722.00,4290.00,access
1062,354,38,1,9828.00,9828.00,5460.00,access
1063,355,118,1,0.00,0.00,0.00,access
1064,355,15,2,7560.00,15120.00,4200.00,access
1065,355,29,1,7254.00,7254.00,4030.00,access
1066,356,5,2,7560.00,15120.00,4200.00,access
1067,356,22,1,7254.00,7254.00,4030.00,access
1068,356,36,1,9180.00,9180.00,5100.00,access
1069,357,12,1,8100.00,8100.00,4500.00,access
1070,357,29,1,7254.00,7254.00,4030.00,access
1071,357,43,1,9504.00,9504.00,5280.00,access
1072,358,3,1,8370.00,8370.00,4650.00,access
1073,358,20,2,8424.00,16848.00,4680.00,access
1074,358,34,1,8424.00,8424.00,4680.00,access
1075,359,10,2,7560.00,15120.00,4200.00,access
1076,359,27,1,8424.00,8424.00,4680.00,access
1077,359,41,1,10800.00,10800.00,6000.00,access
1078,360,17,1,7722.00,7722.00,4290.00,access
1079,360,34,1,8424.00,8424.00,4680.00,access
1080,360,48,1,0.00,0.00,5100.00,access
1081,361,8,1,8370.00,8370.00,4650.00,access
1082,361,25,2,7956.00,15912.00,4420.00,access
1083,361,39,1,10152.00,10152.00,5640.00,access
1084,362,15,2,7560.00,15120.00,4200.00,access
1085,362,32,1,7956.00,7956.00,4420.00,access
1086,362,46,1,10476.00,10476.00,5820.00,access
1087,363,22,1,7254.00,7254.00,4030.00,access
1088,363,39,1,10152.00,10152.00,5640.00,access
1089,363,53,1,10800.00,10800.00,6000.00,access
1090,364,13,1,8370.00,8370.00,4650.00,access
1091,364,30,2,7488.00,14976.00,4160.00,access
1092,364,44,1,9828.00,9828.00,5460.00,access
1093,365,20,2,8424.00,16848.00,4680.00,access
1094,365,37,1,9504.00,9504.00,5280.00,access
1095,365,51,1,10152.00,10152.00,5640.00,access
1096,366,27,1,8424.00,8424.00,4680.00,access
1097,366,44,1,9828.00,9828.00,5460.00,access
1098,366,58,1,6912.00,6912.00,3840.00,access
1099,367,18,1,7956.00,7956.00,4420.00,access
1100,367,35,2,7020.00,14040.00,3900.00,access
1101,367,49,1,9504.00,9504.00,5280.00,access
1102,368,25,2,7956.00,15912.00,4420.00,access
1103,368,42,1,9180.00,9180.00,5100.00,access
1104,368,56,1,6480.00,6480.00,3600.00,access
1105,369,32,1,7956.00,7956.00,4420.00,access
1106,369,49,1,9504.00,9504.00,5280.00,access
1107,369,63,1,7128.00,7128.00,3960.00,access
1108,370,23,1,7488.00,7488.00,4160.00,access
1109,370,40,2,10476.00,20952.00,5820.00,access
1110,370,54,1,6912.00,6912.00,3840.00,access
1111,371,30,2,7488.00,14976.00,4160.00,access
1112,371,47,1,10800.00,10800.00,6000.00,access
1113,371,61,1,6696.00,6696.00,3720.00,access
1114,372,37,1,9504.00,9504.00,5280.00,access
1115,372,54,1,6912.00,6912.00,3840.00,access
1116,372,68,1,6732.00,6732.00,3740.00,access
1117,373,28,1,7020.00,7020.00,3900.00,access
1118,373,45,2,10152.00,20304.00,5640.00,access
1119,373,59,1,7128.00,7128.00,3960.00,access
1120,374,35,2,7020.00,14040.00,3900.00,access
