Id,SaleId,BrojRacuna,SaleTimestampUtc,StoreId,PaymentType,TotalAmount,TotalUnits,TotalLines,DataOrigin
305,305,R-20260317-2-00305,2026-03-17T10:03:00Z,2,cash,34974.00,4,3,access
306,306,R-20260317-3-00306,2026-03-17T11:04:00Z,3,cash,23868.00,3,3,access
307,307,R-20260318-1-00307,2026-03-18T09:03:00Z,1,card,31014.00,4,3,access
308,308,R-20260318-2-00308,2026-03-18T10:04:00Z,2,card,33948.00,4,3,access
309,309,R-20260318-3-00309,2026-03-18T11:05:00Z,3,card,23940.00,3,3,access
310,310,R-20260319-1-00310,2026-03-19T09:04:00Z,1,cash,28800.00,4,3,access
311,311,R-20260319-2-00311,2026-03-19T10:05:00Z,2,cash,32328.00,4,3,access
312,312,R-20260319-3-00312,2026-03-19T11:06:00Z,3,cash,18972.00,3,3,access
313,313,R-20260320-1-00313,2026-03-20T09:05:00Z,1,card,28782.00,4,3,access
314,314,R-20260320-2-00314,2026-03-20T10:06:00Z,2,card,27324.00,4,3,access
315,315,R-20260320-3-00315,2026-03-20T11:07:00Z,3,card,21168.00,3,3,access
316,316,R-20260321-1-00316,2026-03-21T09:06:00Z,1,cash,31788.00,4,3,access
317,317,R-20260321-2-00317,2026-03-21T10:07:00Z,2,cash,26424.00,4,3,access
318,318,R-20260321-3-00318,2026-03-21T11:08:00Z,3,cash,19602.00,3,3,access
319,319,R-20260322-1-00319,2026-03-22T09:07:00Z,1,card,26118.00,4,3,access
320,320,R-20260322-2-00320,2026-03-22T10:08:00Z,2,card,24552.00,4,3,access
321,321,R-20260322-3-00321,2026-03-22T11:09:00Z,3,card,17658.00,3,3,access
322,322,R-20260323-1-00322,2026-03-23T09:08:00Z,1,cash,26136.00,4,3,access
323,323,R-20260323-2-00323,2026-03-23T10:09:00Z,2,cash,26802.00,4,3,access
324,324,R-20260323-3-00324,2026-03-23T11:10:00Z,3,cash,19638.00,3,3,access
325,325,R-20260324-1-00325,2026-03-24T09:09:00Z,1,card,27126.00,4,3,access
326,326,R-20260324-2-00326,2026-03-24T10:10:00Z,2,card,25020.00,4,3,access
327,327,R-20260324-3-00327,2026-03-24T11:11:00Z,3,card,12870.00,3,3,access
328,328,R-20260325-1-00328,2026-03-25T09:10:00Z,1,cash,24570.00,4,3,access
329,329,R-20260325-2-00329,2026-03-25T10:11:00Z,2,cash,18018.00,4,3,access
330,330,R-20260325-3-00330,2026-03-25T11:12:00Z,3,cash,13086.00,3,3,access
331,331,R-20260326-1-00331,2026-03-26T09:11:00Z,1,card,27540.00,4,3,access
332,332,R-20260326-2-00332,2026-03-26T10:12:00Z,2,card,19260.00,4,3,access
333,333,R-20260326-3-00333,2026-03-26T11:13:00Z,3,card,20862.00,3,3,access
334,334,R-20260327-1-00334,2026-03-27T09:12:00Z,1,cash,19998.00,4,3,access
335,335,R-20260327-2-00335,2026-03-27T10:13:00Z,2,cash,25902.00,4,3,access
336,336,R-20260327-3-00336,2026-03-27T11:14:00Z,3,cash,14508.00,3,3,access
337,337,R-20260328-1-00337,2026-03-28T09:13:00Z,1,card,16020.00,4,3,access
338,338,R-20260328-2-00338,2026-03-28T10:14:00Z,2,card,22482.00,4,3,access
339,339,R-20260328-3-00339,2026-03-28T11:15:00Z,3,card,13770.00,3,3,access
340,340,R-20260329-1-00340,2026-03-29T09:14:00Z,1,cash,25650.00,4,3,access
341,341,R-20260329-2-00341,2026-03-29T10:15:00Z,2,cash,21294.00,4,3,access
342,342,R-20260329-3-00342,2026-03-29T11:16:00Z,3,cash,21996.00,3,3,access
343,343,R-20260330-1-00343,2026-03-30T09:15:00Z,1,card,14976.00,4,3,access
344,344,R-20260330-2-00344,2026-03-30T10:16:00Z,2,card,25668.00,4,3,access
345,345,R-20260330-3-00345,2026-03-30T11:17:00Z,3,card,16128.00,3,3,access
346,346,R-20260331-1-00346,2026-03-31T09:16:00Z,1,cash,14220.00,4,3,access
347,347,R-20260331-2-00347,2026-03-31T10:17:00Z,2,cash,25200.00,4,3,access
348,348,R-20260331-3-00348,2026-03-31T11:18:00Z,3,cash,15660.00,3,3,access
349,349,R-20260401-1-00349,2026-04-01T09:17:00Z,1,card,28890.00,4,3,access
350,350,R-20260401-2-00350,2026-04-01T10:18:00Z,2,card,16290.00,4,3,access
351,351,R-20260401-3-00351,2026-04-01T11:19:00Z,3,card,24480.00,3,3,access
352,352,R-20260402-1-00352,2026-04-02T09:18:00Z,1,cash,22842.00,4,3,access
353,353,R-20260402-2-00353,2026-04-02T10:19:00Z,2,cash,15444.00,4,3,access
354,354,R-20260402-3-00354,2026-04-02T11:20:00Z,3,cash,25650.00,3,3,access
355,355,R-20260403-1-00355,2026-04-03T09:19:00Z,1,card,22374.00,4,3,access
356,356,R-20260403-2-00356,2026-04-03T10:20:00Z,2,card,31554.00,4,3,access
357,357,R-20260403-3-00357,2026-04-03T11:21:00Z,3,card,24858.00,3,3,access
358,358,R-20260404-1-00358,2026-04-04T09:20:00Z,1,cash,33642.00,4,3,access
359,359,R-20260404-2-00359,2026-04-04T10:21:00Z,2,cash,34344.00,4,3,access
360,360,R-20260404-3-00360,2026-04-04T11:22:00Z,3,cash,16146.00,3,3,access
361,361,R-20260405-1-00361,2026-04-05T09:21:00Z,1,card,34434.00,4,3,access
362,362,R-20260405-2-00362,2026-04-05T10:22:00Z,2,card,33552.00,4,3,access
363,363,R-20260405-3-00363,2026-04-05T11:23:00Z,3,card,28206.00,3,3,access
364,364,R-20260406-1-00364,2026-04-06T09:22:00Z,1,cash,33174.00,4,3,access
365,365,R-20260406-2-00365,2026-04-06T10:23:00Z,2,cash,36504.00,4,3,access
366,366,R-20260406-3-00366,2026-04-06T11:24:00Z,3,cash,25164.00,3,3,access
367,367,R-20260407-1-00367,2026-04-07T09:23:00Z,1,card,31500.00,4,3,access
368,368,R-20260407-2-00368,2026-04-07T10:24:00Z,2,card,31572.00,4,3,access
369,369,R-20260407-3-00369,2026-04-07T11:25:00Z,3,card,24588.00,3,3,access
370,370,R-20260408-1-00370,2026-04-08T09:24:00Z,1,cash,35352.00,4,3,access
371,371,R-20260408-2-00371,2026-04-08T10:25:00Z,2,cash,32472.00,4,3,access
372,372,R-20260408-3-00372,2026-04-08T11:26:00Z,3,cash,23148.00,3,3,access
373,373,R-20260409-1-00373,2026-04-09T09:25:00Z,1,card,34452.00,4,3,access
374,374,R-20260409-2-00374,2026-04-09T10:26:00Z,2,card,30852.00,4,3,access
375,375,R-20260409-3-00375,2026-04-09T11:27:00Z,3,card,22446.00,3,3,access
376,376,R-20260410-1-00376,2026-04-10T09:26:00Z,1,cash,33786.00,4,3,access
377,377,R-20260410-2-00377,2026-04-10T10:27:00Z,2,cash,34974.00,4,3,access
378,378,R-20260410-3-00378,2026-04-10T11:28:00Z,3,cash,23868.00,3,3,access
379,379,R-20260411-1-00379,2026-04-11T09:27:00Z,1,card,31014.00,4,3,access
380,380,R-20260411-2-00380,2026-04-11T10:28:00Z,2,card,33948.00,4,3,access
381,381,R-20260411-3-00381,2026-04-11T11:29:00Z,3,card,23940.00,3,3,access
382,382,R-20260412-1-00382,2026-04-12T09:28:00Z,1,cash,28800.00,4,3,access
383,383,R-20260412-2-00383,2026-04-12T10:29:00Z,2,cash,32328.00,4,3,access
384,384,R-20260412-3-00384,2026-04-12T11:30:00Z,3,cash,18972.00,3,3,access
385,385,R-20260413-1-00385,2026-04-13T09:29:00Z,1,card,28782.00,4,3,access
386,386,R-20260413-2-00386,2026-04-13T10:30:00Z,2,card,27324.00,4,3,access
387,387,R-20260413-3-00387,2026-04-13T11:31:00Z,3,card,21168.00,3,3,access
388,388,R-20260414-1-00388,2026-04-14T09:30:00Z,1,cash,31788.00,4,3,access
389,389,R-20260414-2-00389,2026-04-14T10:31:00Z,2,cash,26424.00,4,3,access
390,390,R-20260414-3-00390,2026-04-14T11:32:00Z,3,cash,19602.00,3,3,access
391,391,R-20260415-1-00391,2026-04-15T09:31:00Z,1,card,26118.00,4,3,access
392,392,R-20260415-2-00392,2026-04-15T10:32:00Z,2,card,24552.00,4,3,access
393,393,R-20260415-3-00393,2026-04-15T11:33:00Z,3,card,17658.00,3,3,access
394,394,R-20260416-1-00394,2026-04-16T09:32:00Z,1,cash,26136.00,4,3,access
395,395,R-20260416-2-00395,2026-04-16T10:33:00Z,2,cash,26802.00,4,3,access
396,396,R-20260416-3-00396,2026-04-16T11:34:00Z,3,cash,19638.00,3,3,access
397,397,R-20260417-1-00397,2026-04-17T09:33:00Z,1,card,27126.00,4,3,access
398,398,R-20260417-2-00398,2026-04-17T10:34:00Z,2,card,25020.00,4,3,access
399,399,R-20260417-3-00399,2026-04-17T11:35:00Z,3,card,12870.00,3,3,access
400,400,R-20260418-1-00400,2026-04-18T09:34:00Z,1,cash,24570.00,4,3,access
401,401,R-20260418-2-00401,2026-04-18T10:35:00Z,2,cash,18018.00,4,3,access
402,402,R-20260418-3-00402,2026-04-18T11:36:00Z,3,cash,13086.00,3,3,access
403,403,R-20260419-1-00403,2026-04-19T09:35:00Z,1,card,27540.00,4,3,access
404,404,R-20260419-2-00404,2026-04-19T10:36:00Z,2,card,19260.00,4,3,access
405,405,R-20260419-3-00405,2026-04-19T11:37:00Z,3,card,20862.00,3,3,access
406,406,R-20260420-1-00406,2026-04-20T09:36:00Z,1,cash,19998.00,4,3,access
407,407,R-20260420-2-00407,2026-04-20T10:37:00Z,2,cash,25902.00,4,3,access
408,408,R-20260420-3-00408,2026-04-20T11:38:00Z,3,cash,14508.00,3,3,access
409,409,R-20260421-1-00409,2026-04-21T09:37:00Z,1,card,16020.00,4,3,access
410,410,R-20260421-2-00410,2026-04-21T10:38:00Z,2,card,22482.00,4,3,access
411,411,R-20260421-3-00411,2026-04-21T11:39:00Z,3,card,13770.00,3,3,access
412,412,R-20260422-1-00412,2026-04-22T09:38:00Z,1,cash,25650.00,4,3,access
413,413,R-20260422-2-00413,2026-04-22T10:39:00Z,2,cash,21294.00,4,3,access
414,414,R-20260422-3-00414,2026-04-22T11:40:00Z,3,cash,21996.00,3,3,access
415,415,R-20260423-1-00415,2026-04-23T09:39:00Z,1,card,14976.00,4,3,access
416,416,R-20260423-2-00416,2026-04-23T10:40:00Z,2,card,25668.00,4,3,access
417,417,R-20260423-3-00417,2026-04-23T11:41:00Z,3,card,16128.00,3,3,access
418,418,R-20260424-1-00418,2026-04-24T09:40:00Z,1,cash,14220.00,4,3,access
419,419,R-20260424-2-00419,2026-04-24T10:41:00Z,2,cash,25200.00,4,3,access
420,420,R-20260424-3-00420,2026-04-24T11:42:00Z,3,cash,8640.00,3,3,access
421,421,R-20260425-1-00421,2026-04-25T09:41:00Z,1,card,28890.00,4,3,access
422,422,R-20260425-2-00422,2026-04-25T10:42:00Z,2,card,16290.00,4,3,access
423,423,R-20260425-3-00423,2026-04-25T11:43:00Z,3,card,24480.00,3,3,access
424,424,R-20260426-1-00424,2026-04-26T09:42:00Z,1,cash,22842.00,4,3,access
425,425,R-20260426-2-00425,2026-04-26T10:43:00Z,2,cash,15444.00,4,3,access
426,426,R-20260426-3-00426,2026-04-26T11:44:00Z,3,cash,25650.00,3,3,access
427,427,R-20260427-1-00427,2026-04-27T09:43:00Z,1,card,22374.00,4,3,access
428,428,R-20260427-2-00428,2026-04-27T10:44:00Z,2,card,31554.00,4,3,access
429,429,R-20260427-3-00429,2026-04-27T11:45:00Z,3,card,24858.00,3,3,access
430,430,R-20260428-1-00430,2026-04-28T09:44:00Z,1,cash,33642.00,4,3,access
431,431,R-20260428-2-00431,2026-04-28T10:45:00Z,2,cash,34344.00,4,3,access
432,432,R-20260428-3-00432,2026-04-28T11:46:00Z,3,cash,25326.00,3,3,access
433,433,R-20260429-1-00433,2026-04-29T09:45:00Z,1,card,34434.00,4,3,access
434,434,R-20260429-2-00434,2026-04-29T10:46:00Z,2,card,33552.00,4,3,access
435,435,R-20260429-3-00435,2026-04-29T11:47:00Z,3,card,28206.00,3,3,access
436,436,R-20260430-1-00436,2026-04-30T09:46:00Z,1,cash,33174.00,4,3,access
437,437,R-20260430-2-00437,2026-04-30T10:47:00Z,2,cash,36504.00,4,3,access
438,438,R-20260430-3-00438,2026-04-30T11:48:00Z,3,cash,25164.00,3,3,access
439,439,R-20260501-1-00439,2026-05-01T09:47:00Z,1,card,31500.00,4,3,access
440,440,R-20260501-2-00440,2026-05-01T10:48:00Z,2,card,31572.00,4,3,access
441,441,R-20260501-3-00441,2026-05-01T11:49:00Z,3,card,24588.00,3,3,access
442,442,R-20260502-1-00442,2026-05-02T09:48:00Z,1,cash,35352.00,4,3,access
443,443,R-20260502-2-00443,2026-05-02T10:49:00Z,2,cash,32472.00,4,3,access
444,444,R-20260502-3-00444,2026-05-02T11:00:00Z,3,cash,23148.00,3,3,access
445,445,R-20260503-1-00445,2026-05-03T09:49:00Z,1,card,34452.00,4,3,access
446,446,R-20260503-2-00446,2026-05-03T10:00:00Z,2,card,30852.00,4,3,access
447,447,R-20260503-3-00447,2026-05-03T11:01:00Z,3,card,22446.00,3,3,access
448,448,R-20260504-1-00448,2026-05-04T09:00:00Z,1,cash,33786.00,4,3,access
449,449,R-20260504-2-00449,2026-05-04T10:01:00Z,2,cash,34974.00,4,3,access
450,450,R-20260504-3-00450,2026-05-04T11:02:00Z,3,cash,23868.00,3,3,access
451,451,R-20260505-1-00451,2026-05-05T09:01:00Z,1,card,31014.00,4,3,access
452,452,R-20260505-2-00452,2026-05-05T10:02:00Z,2,card,33948.00,4,3,access
453,453,R-20260505-3-00453,2026-05-05T11:03:00Z,3,card,23940.00,3,3,access
454,454,R-20260506-1-00454,2026-05-06T09:02:00Z,1,cash,28800.00,4,3,access
455,455,R-20260506-2-00455,2026-05-06T10:03:00Z,2,cash,32328.00,4,3,access
456,456,R-20260506-3-00456,2026-05-06T11:04:00Z,3,cash,18972.00,3,3,access
457,457,R-20260507-1-00457,2026-05-07T09:03:00Z,1,card,28782.00,4,3,access
458,458,R-20260507-2-00458,2026-05-07T10:04:00Z,2,card,27324.00,4,3,access
459,459,R-20260507-3-00459,2026-05-07T11:05:00Z,3,card,21168.00,3,3,access
460,460,R-20260508-1-00460,2026-05-08T09:04:00Z,1,cash,31788.00,4,3,access
461,461,R-20260508-2-00461,2026-05-08T10:05:00Z,2,cash,26424.00,4,3,access
462,462,R-20260508-3-00462,2026-05-08T11:06:00Z,3,cash,19602.00,3,3,access
463,463,R-20260509-1-00463,2026-05-09T09:05:00Z,1,card,26118.00,4,3,access
464,464,R-20260509-2-00464,2026-05-09T10:06:00Z,2,card,24552.00,4,3,access
465,465,R-20260509-3-00465,2026-05-09T11:07:00Z,3,card,17658.00,3,3,access
466,466,R-20260510-1-00466,2026-05-10T09:06:00Z,1,cash,26136.00,4,3,access
467,467,R-20260510-2-00467,2026-05-10T10:07:00Z,2,cash,26802.00,4,3,access
468,468,R-20260510-3-00468,2026-05-10T11:08:00Z,3,cash,19638.00,3,3,access
469,469,R-20260511-1-00469,2026-05-11T09:07:00Z,1,card,27126.00,4,3,access
470,470,R-20260511-2-00470,2026-05-11T10:08:00Z,2,card,25020.00,4,3,access
471,471,R-20260511-3-00471,2026-05-11T11:09:00Z,3,card,12870.00,3,3,access
472,472,R-20260512-1-00472,2026-05-12T09:08:00Z,1,cash,24570.00,4,3,access
473,473,R-20260512-2-00473,2026-05-12T10:09:00Z,2,cash,18018.00,4,3,access
474,474,R-20260512-3-00474,2026-05-12T11:10:00Z,3,cash,13086.00,3,3,access
475,475,R-20260513-1-00475,2026-05-13T09:09:00Z,1,card,27540.00,4,3,access
476,476,R-20260513-2-00476,2026-05-13T10:10:00Z,2,card,19260.00,4,3,access
477,477,R-20260513-3-00477,2026-05-13T11:11:00Z,3,card,20862.00,3,3,access
478,478,R-20260514-1-00478,2026-05-14T09:10:00Z,1,cash,19998.00,4,3,access
479,479,R-20260514-2-00479,2026-05-14T10:11:00Z,2,cash,25902.00,4,3,access
480,480,R-20260514-3-00480,2026-05-14T11:12:00Z,3,cash,6138.00,3,3,access
481,481,R-20260515-1-00481,2026-05-15T09:11:00Z,1,card,16020.00,4,3,access
482,482,R-20260515-2-00482,2026-05-15T10:12:00Z,2,card,22482.00,4,3,access
483,483,R-20260515-3-00483,2026-05-15T11:13:00Z,3,card,13770.00,3,3,access
484,484,R-20260516-1-00484,2026-05-16T09:12:00Z,1,cash,25650.00,4,3,access
485,485,R-20260516-2-00485,2026-05-16T10:13:00Z,2,cash,21294.00,4,3,access
486,486,R-20260516-3-00486,2026-05-16T11:14:00Z,3,cash,21996.00,3,3,access
487,487,R-20260517-1-00487,2026-05-17T09:13:00Z,1,card,14976.00,4,3,access
488,488,R-20260517-2-00488,2026-05-17T10:14:00Z,2,card,25668.00,4,3,access
489,489,R-20260517-3-00489,2026-05-17T11:15:00Z,3,card,16128.00,3,3,access
490,490,R-20260518-1-00490,2026-05-18T09:14:00Z,1,cash,14220.00,4,3,access
491,491,R-20260518-2-00491,2026-05-18T10:15:00Z,2,cash,25200.00,4,3,access
492,492,R-20260518-3-00492,2026-05-18T11:16:00Z,3,cash,15660.00,3,3,access
493,493,R-20260519-1-00493,2026-05-19T09:15:00Z,1,card,28890.00,4,3,access
494,494,R-20260519-2-00494,2026-05-19T10:16:00Z,2,card,16290.00,4,3,access
495,495,R-20260519-3-00495,2026-05-19T11:17:00Z,3,card,24480.00,3,3,access
496,496,R-20260520-1-00496,2026-05-20T09:16:00Z,1,cash,22842.00,4,3,access
497,497,R-20260520-2-00497,2026-05-20T10:17:00Z,2,cash,15444.00,4,3,access
498,498,R-20260520-3-00498,2026-05-20T11:18:00Z,3,cash,25650.00,3,3,access
499,499,R-20260521-1-00499,2026-05-21T09:17:00Z,1,card,22374.00,4,3,access
500,500,R-20260521-2-00500,2026-05-21T10:18:00Z,2,card,31554.00,4,3,access
501,501,R-20260521-3-00501,2026-05-21T11:19:00Z,3,card,24858.00,3,3,access
502,502,R-20260522-1-00502,2026-05-22T09:18:00Z,1,cash,33642.00,4,3,access
503,503,R-20260522-2-00503,2026-05-22T10:19:00Z,2,cash,34344.00,4,3,access
504,504,R-20260522-3-00504,2026-05-22T11:20:00Z,3,cash,25326.00,3,3,access
505,505,R-20260523-1-00505,2026-05-23T09:19:00Z,1,card,34434.00,4,3,access
506,506,R-20260523-2-00506,2026-05-23T10:20:00Z,2,card,33552.00,4,3,access
507,507,R-20260523-3-00507,2026-05-23T11:21:00Z,3,card,28206.00,3,3,access
508,508,R-20260524-1-00508,2026-05-24T09:20:00Z,1,cash,33174.00,4,3,access
509,509,R-20260524-2-00509,2026-05-24T10:21:00Z,2,cash,36504.00,4,3,access
510,510,R-20260524-3-00510,2026-05-24T11:22:00Z,3,cash,25164.00,3,3,access
511,511,R-20260525-1-00511,2026-05-25T09:21:00Z,1,card,31500.00,4,3,access
512,512,R-20260525-2-00512,2026-05-25T10:22:00Z,2,card,31572.00,4,3,access
513,513,R-20260525-3-00513,2026-05-25T11:23:00Z,3,card,24588.00,3,3,access
514,514,R-20260526-1-00514,2026-05-26T09:22:00Z,1,cash,35352.00,4,3,access
515,515,R-20260526-2-00515,2026-05-26T10:23:00Z,2,cash,32472.00,4,3,access
516,516,R-20260526-3-00516,2026-05-26T11:24:00Z,3,cash,23148.00,3,3,access
517,517,R-20260527-1-00517,2026-05-27T09:23:00Z,1,card,34452.00,4,3,access
518,518,R-20260527-2-00518,2026-05-27T10:24:00Z,2,card,30852.00,4,3,access
519,519,R-20260527-3-00519,2026-05-27T11:25:00Z,3,card,22446.00,3,3,access
520,520,R-20260528-1-00520,2026-05-28T09:24:00Z,1,cash,33786.00,4,3,access
521,521,R-20260528-2-00521,2026-05-28T10:25:00Z,2,cash,34974.00,4,3,access
522,522,R-20260528-3-00522,2026-05-28T11:26:00Z,3,cash,23868.00,3,3,access
523,523,R-20260529-1-00523,2026-05-29T09:25:00Z,1,card,31014.00,4,3,access
524,524,R-20260529-2-00524,2026-05-29T10:26:00Z,2,card,33948.00,4,3,access
525,525,R-20260529-3-00525,2026-05-29T11:27:00Z,3,card,23940.00,3,3,access
526,526,R-20260530-1-00526,2026-05-30T09:26:00Z,1,cash,28800.00,4,3,access
527,527,R-20260530-2-00527,2026-05-30T10:27:00Z,2,cash,32328.00,4,3,access
528,528,R-20260530-3-00528,2026-05-30T11:28:00Z,3,cash,18972.00,3,3,access
529,529,R-20260531-1-00529,2026-05-31T09:27:00Z,1,card,28782.00,4,3,access
530,530,R-20260531-2-00530,2026-05-31T10:28:00Z,2,card,27324.00,4,3,access
531,531,R-20260531-3-00531,2026-05-31T11:29:00Z,3,card,21168.00,3,3,access
532,532,R-20260601-1-00532,2026-06-01T09:28:00Z,1,cash,31788.00,4,3,access
533,533,R-20260601-2-00533,2026-06-01T10:29:00Z,2,cash,26424.00,4,3,access
534,534,R-20260601-3-00534,2026-06-01T11:30:00Z,3,cash,19602.00,3,3,access
535,535,R-20260602-1-00535,2026-06-02T09:29:00Z,1,card,26118.00,4,3,access
536,536,R-20260602-2-00536,2026-06-02T10:30:00Z,2,card,24552.00,4,3,access
537,537,R-20260602-3-00537,2026-06-02T11:31:00Z,3,card,17658.00,3,3,access
538,538,R-20260603-1-00538,2026-06-03T09:30:00Z,1,cash,26136.00,4,3,access
539,539,R-20260603-2-00539,2026-06-03T10:31:00Z,2,cash,26802.00,4,3,access
540,540,R-20260603-3-00540,2026-06-03T11:32:00Z,3,cash,14058.00,3,3,access
