Id,PLU,Naziv,IDTipObuce,IDDobavljac,NabavnaCena,NabavnaCenaDin,PrvaProdajnaCena,ProdajnaCena,Velicina,Boja,Kolicina,MinimalnaKolicina,Komentar,IDObjekat,IDSezona,UpdatedAt,Kategorija,Pol,Materijal,DataOrigin,SourceTableKey,SourceRowId,SourceUpdatedAtUtc,SourceHash,SourceBatchId,ImagePath
88,DEMO-0088,Demo Odeca 088,4,6,3300.00,386100.00,5115.00,5940.00,42,Siva,8,4,Demo item WATCH,1,4,2026-06-03T00:32:00Z,Odeca,Unisex,Pamuk,access,demo_artikli,100088,2026-06-03T00:32:00Z,demo-art-0088,1001,/demo/images/DEMO-0088.jpg
89,DEMO-0089,Demo Patike 089,1,4,3410.00,398970.00,5285.50,6138.00,43,Crvena,9,4,Demo item WATCH,2,1,2026-06-03T00:31:00Z,Patike,Unisex,Tekstil,access,demo_artikli,100089,2026-06-03T00:31:00Z,demo-art-0089,1001,/demo/images/DEMO-0089.jpg
90,DEMO-0090,Demo Sandale 090,2,5,3520.00,411840.00,5456.00,6336.00,44,Zelena,10,4,Demo item WATCH,3,2,2026-06-03T00:30:00Z,Sandale,Zensko,Koza,access,demo_artikli,100090,2026-06-03T00:30:00Z,demo-art-0090,1001,/demo/images/DEMO-0090.jpg
91,DEMO-0091,Demo Cizme 091,3,1,3630.00,424710.00,5626.50,6534.00,38,Crna,11,4,Demo item WATCH,1,3,2026-06-03T00:29:00Z,Cizme,Musko,Nabuk,access,demo_artikli,100091,2026-06-03T00:29:00Z,demo-art-0091,1001,/demo/images/DEMO-0091.jpg
92,DEMO-0092,Demo Odeca 092,4,6,3740.00,437580.00,5797.00,6732.00,39,Bela,12,4,Demo item WATCH,2,4,2026-06-03T00:28:00Z,Odeca,Unisex,Pamuk,access,demo_artikli,100092,2026-06-03T00:28:00Z,demo-art-0092,1001,/demo/images/DEMO-0092.jpg
93,DEMO-0093,Demo Patike 093,1,3,3850.00,450450.00,5967.50,6930.00,40,Braon,13,4,Demo item WATCH,3,1,2026-06-03T00:27:00Z,Patike,Unisex,Tekstil,access,demo_artikli,100093,2026-06-03T00:27:00Z,demo-art-0093,1001,/demo/images/DEMO-0093.jpg
94,DEMO-0094,Demo Sandale 094,2,4,3960.00,463320.00,6138.00,7128.00,41,Plava,14,4,Demo item WATCH,1,2,2026-06-03T00:26:00Z,Sandale,Zensko,Koza,access,demo_artikli,100094,2026-06-03T00:26:00Z,demo-art-0094,1001,/demo/images/DEMO-0094.jpg
95,DEMO-0095,Demo Cizme 095,3,5,4070.00,476190.00,6308.50,7326.00,42,Siva,15,4,Demo item WATCH,2,3,2026-06-03T00:25:00Z,Cizme,Musko,Nabuk,access,demo_artikli,100095,2026-06-03T00:25:00Z,demo-art-0095,1001,/demo/images/DEMO-0095.jpg
96,DEMO-0096,Demo Odeca 096,4,6,3300.00,386100.00,5115.00,5940.00,43,Crvena,8,4,Demo item WATCH,3,4,2026-06-03T00:24:00Z,Odeca,Unisex,Pamuk,access,demo_artikli,100096,2026-06-03T00:24:00Z,demo-art-0096,1001,/demo/images/DEMO-0096.jpg
97,DEMO-0097,Demo Patike 097,1,2,3410.00,398970.00,5285.50,6138.00,44,Zelena,9,4,Demo item WATCH,1,1,2026-06-03T00:23:00Z,Patike,Unisex,Tekstil,access,demo_artikli,100097,2026-06-03T00:23:00Z,demo-art-0097,1001,/demo/images/DEMO-0097.jpg
98,DEMO-0098,Demo Sandale 098,2,3,3520.00,411840.00,5456.00,6336.00,38,Crna,10,4,Demo item WATCH,2,2,2026-06-03T00:22:00Z,Sandale,Zensko,Koza,access,demo_artikli,100098,2026-06-03T00:22:00Z,demo-art-0098,1001,/demo/images/DEMO-0098.jpg
99,DEMO-0099,Demo Cizme 099,3,4,3630.00,424710.00,5626.50,6534.00,39,Bela,11,4,Demo item WATCH,3,3,2026-06-03T00:21:00Z,Cizme,Musko,Nabuk,access,demo_artikli,100099,2026-06-03T00:21:00Z,demo-art-0099,1001,/demo/images/DEMO-0099.jpg
100,DEMO-0100,Demo Odeca 100,4,6,3740.00,437580.00,5797.00,6732.00,40,Braon,12,4,Demo item WATCH,1,4,2026-06-03T00:20:00Z,Odeca,Unisex,Pamuk,access,demo_artikli,100100,2026-06-03T00:20:00Z,demo-art-0100,1001,/demo/images/DEMO-0100.jpg
101,DEMO-0101,Demo Patike 101,1,6,2900.00,339300.00,4495.00,5220.00,41,Plava,3,3,Demo item INSUFFICIENT_DATA,2,1,2026-06-03T00:19:00Z,Patike,Unisex,Tekstil,access,demo_artikli,100101,2026-06-03T00:19:00Z,demo-art-0101,1001,/demo/images/DEMO-0101.jpg
102,DEMO-0102,Demo Sandale 102,2,6,3000.00,351000.00,4650.00,5400.00,42,Siva,4,3,Demo item INSUFFICIENT_DATA,3,2,2026-06-03T00:18:00Z,Sandale,Zensko,Koza,access,demo_artikli,100102,2026-06-03T00:18:00Z,demo-art-0102,1001,/demo/images/DEMO-0102.jpg
103,DEMO-0103,Demo Cizme 103,3,6,3100.00,362700.00,4805.00,5580.00,43,Crvena,5,3,Demo item INSUFFICIENT_DATA,1,3,2026-06-03T00:17:00Z,Cizme,Musko,Nabuk,access,demo_artikli,100103,2026-06-03T00:17:00Z,demo-art-0103,1001,/demo/images/DEMO-0103.jpg
104,DEMO-0104,Demo Odeca 104,4,6,3200.00,374400.00,4960.00,5760.00,44,Zelena,6,3,Demo item INSUFFICIENT_DATA,2,4,2026-06-03T00:16:00Z,Odeca,Unisex,Pamuk,access,demo_artikli,100104,2026-06-03T00:16:00Z,demo-art-0104,1001,/demo/images/DEMO-0104.jpg
105,DEMO-0105,Demo Patike 105,1,6,2800.00,327600.00,4340.00,5040.00,38,Crna,2,3,Demo item INSUFFICIENT_DATA,3,1,2026-06-03T00:15:00Z,Patike,Unisex,Tekstil,access,demo_artikli,100105,2026-06-03T00:15:00Z,demo-art-0105,1001,/demo/images/DEMO-0105.jpg
106,DEMO-0106,Demo Sandale 106,2,6,2900.00,339300.00,4495.00,5220.00,39,Bela,3,3,Demo item INSUFFICIENT_DATA,1,2,2026-06-03T00:14:00Z,Sandale,Zensko,Koza,access,demo_artikli,100106,2026-06-03T00:14:00Z,demo-art-0106,1001,/demo/images/DEMO-0106.jpg
107,DEMO-0107,Demo Cizme 107,3,6,3000.00,351000.00,4650.00,5400.00,40,Braon,4,3,Demo item INSUFFICIENT_DATA,2,3,2026-06-03T00:13:00Z,Cizme,Musko,Nabuk,access,demo_artikli,100107,2026-06-03T00:13:00Z,demo-art-0107,1001,/demo/images/DEMO-0107.jpg
108,DEMO-0108,Demo Odeca 108,4,6,3100.00,362700.00,4805.00,5580.00,41,Plava,5,3,Demo item INSUFFICIENT_DATA,3,4,2026-06-03T00:12:00Z,Odeca,Unisex,Pamuk,access,demo_artikli,100108,2026-06-03T00:12:00Z,demo-art-0108,1001,/demo/images/DEMO-0108.jpg
109,DEMO-0109,Demo Patike 109,1,6,3200.00,374400.00,4960.00,5760.00,42,Siva,6,3,Demo item INSUFFICIENT_DATA,1,1,2026-06-03T00:11:00Z,Patike,Unisex,Tekstil,access,demo_artikli,100109,2026-06-03T00:11:00Z,demo-art-0109,1001,/demo/images/DEMO-0109.jpg
110,DEMO-0110,Demo Sandale 110,2,6,2800.00,327600.00,4340.00,5040.00,43,Crvena,2,3,Demo item INSUFFICIENT_DATA,2,2,2026-06-03T00:10:00Z,Sandale,Zensko,Koza,access,demo_artikli,100110,2026-06-03T00:10:00Z,demo-art-0110,1001,/demo/images/DEMO-0110.jpg
111,DEMO-0111,Demo Cizme 111,3,,0.00,0.00,0.00,0.00,44,Zelena,0,2,Demo item FIX_DATA,3,3,2026-06-03T00:09:00Z,Cizme,Musko,Nabuk,access,demo_artikli,100111,2026-06-03T00:09:00Z,demo-art-0111,1001,/demo/images/DEMO-0111.jpg
112,DEMO-0112,Demo Odeca 112,4,,0.00,0.00,0.00,0.00,38,Crna,1,2,Demo item FIX_DATA,1,4,2026-06-03T00:08:00Z,Odeca,Unisex,Pamuk,access,demo_artikli,100112,2026-06-03T00:08:00Z,demo-art-0112,1001,/demo/images/DEMO-0112.jpg
113,DEMO-0113,Demo Patike 113,1,,0.00,0.00,0.00,0.00,39,Bela,2,2,Demo item FIX_DATA,2,1,2026-06-03T00:07:00Z,Patike,Unisex,Tekstil,access,demo_artikli,100113,2026-06-03T00:07:00Z,demo-art-0113,1001,/demo/images/DEMO-0113.jpg
114,DEMO-0114,Demo Sandale 114,2,,0.00,0.00,0.00,0.00,40,Braon,0,2,Demo item FIX_DATA,3,2,2026-06-03T00:06:00Z,Sandale,Zensko,Koza,access,demo_artikli,100114,2026-06-03T00:06:00Z,demo-art-0114,1001,/demo/images/DEMO-0114.jpg
115,DEMO-0115,Demo  115,,7,0.00,0.00,0.00,0.00,41,Plava,1,2,Demo item FIX_DATA,1,3,2026-06-03T00:05:00Z,,,,access,demo_artikli,100115,2026-06-03T00:05:00Z,demo-art-0115,1001,/demo/images/DEMO-0115.jpg
116,DEMO-0116,Demo  116,,7,0.00,0.00,0.00,0.00,42,Siva,2,2,Demo item FIX_DATA,2,4,2026-06-03T00:04:00Z,,,,access,demo_artikli,100116,2026-06-03T00:04:00Z,demo-art-0116,1001,/demo/images/DEMO-0116.jpg
117,DEMO-0117,Demo  117,,7,0.00,0.00,0.00,0.00,43,Crvena,0,2,Demo item FIX_DATA,3,1,2026-06-03T00:03:00Z,,,,access,demo_artikli,100117,2026-06-03T00:03:00Z,demo-art-0117,1001,/demo/images/DEMO-0117.jpg
118,DEMO-0118,Demo  118,,7,0.00,0.00,0.00,0.00,44,Zelena,1,2,Demo item FIX_DATA,1,2,2026-06-03T00:02:00Z,,,,access,demo_artikli,100118,2026-06-03T00:02:00Z,demo-art-0118,1001,/demo/images/DEMO-0118.jpg
119,DEMO-0118,Demo Cizme 119,3,7,0.00,0.00,0.00,0.00,38,Crna,2,2,Demo item FIX_DATA,2,3,2026-06-03T00:01:00Z,Cizme,Musko,Nabuk,access,demo_artikli,100119,2026-06-03T00:01:00Z,demo-art-0119,1001,/demo/images/DEMO-0118.jpg
120,DEMO-0118,Demo Odeca 120,4,7,0.00,0.00,0.00,0.00,39,Bela,0,2,Demo item FIX_DATA,3,4,2026-06-03T00:00:00Z,Odeca,Unisex,Pamuk,access,demo_artikli,100120,2026-06-03T00:00:00Z,demo-art-0120,1001,/demo/images/DEMO-0118.jpg
